NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
GLÓRIA DO GOITÁ,44,SORAYA VIEIRA THRONICKE,50
PETROLINA,44,SORAYA VIEIRA THRONICKE,1589
QUEIMADAS,44,SORAYA VIEIRA THRONICKE,200
CAMAÇARI,44,SORAYA VIEIRA THRONICKE,1560
GUAÍBA,44,SORAYA VIEIRA THRONICKE,279
NOVA ODESSA,44,SORAYA VIEIRA THRONICKE,186
TUPÃ,44,SORAYA VIEIRA THRONICKE,151
PALMEIRAS DE GOIÁS,44,SORAYA VIEIRA THRONICKE,104
ARRAIAL DO CABO,44,SORAYA VIEIRA THRONICKE,93
PORTÃO,44,SORAYA VIEIRA THRONICKE,56
CANGUÇU,44,SORAYA VIEIRA THRONICKE,125
ITUAÇU,44,SORAYA VIEIRA THRONICKE,127
LUZIÂNIA,44,SORAYA VIEIRA THRONICKE,796
ITAPEVI,44,SORAYA VIEIRA THRONICKE,799
NANTES,44,SORAYA VIEIRA THRONICKE,14
CAMPOS DO JORDÃO,44,SORAYA VIEIRA THRONICKE,210
SÃO DOMINGOS,44,SORAYA VIEIRA THRONICKE,144
ARACOIABA,44,SORAYA VIEIRA THRONICKE,89
PARNAMIRIM,44,SORAYA VIEIRA THRONICKE,384
BOA VISTA DO BURICÁ,44,SORAYA VIEIRA THRONICKE,18
RIOLÂNDIA,44,SORAYA VIEIRA THRONICKE,6
JUNDIAÍ,44,SORAYA VIEIRA THRONICKE,1359
GRAVATAÍ,44,SORAYA VIEIRA THRONICKE,738
TEODORO SAMPAIO,44,SORAYA VIEIRA THRONICKE,80
PIRES DO RIO,44,SORAYA VIEIRA THRONICKE,100
CRISTIANÓPOLIS,44,SORAYA VIEIRA THRONICKE,26
FEIRA DE SANTANA,44,SORAYA VIEIRA THRONICKE,2210
ITAREMA,44,SORAYA VIEIRA THRONICKE,174
INDAIAL,44,SORAYA VIEIRA THRONICKE,187
ITAPIÚNA,44,SORAYA VIEIRA THRONICKE,83
ÁGUAS FORMOSAS,44,SORAYA VIEIRA THRONICKE,28
CRISTALINA,44,SORAYA VIEIRA THRONICKE,190
PRUDENTÓPOLIS,44,SORAYA VIEIRA THRONICKE,215
ROLÂNDIA,44,SORAYA VIEIRA THRONICKE,154
SANT ANA DO LIVRAMENTO,44,SORAYA VIEIRA THRONICKE,157
MIRASSOL,44,SORAYA VIEIRA THRONICKE,122
TUPARENDI,44,SORAYA VIEIRA THRONICKE,19
ITAMARANDIBA,44,SORAYA VIEIRA THRONICKE,58
BONITO,44,SORAYA VIEIRA THRONICKE,144
JATAÍ,44,SORAYA VIEIRA THRONICKE,293
RENASCENÇA,44,SORAYA VIEIRA THRONICKE,10
EUCLIDES DA CUNHA,44,SORAYA VIEIRA THRONICKE,202
GUARACIABA DO NORTE,44,SORAYA VIEIRA THRONICKE,97
VESPASIANO,44,SORAYA VIEIRA THRONICKE,336
SÃO JOSÉ DOS PINHAIS,44,SORAYA VIEIRA THRONICKE,1209
JABOTICABAL,44,SORAYA VIEIRA THRONICKE,145
SOCORRO,44,SORAYA VIEIRA THRONICKE,110
CONGONHINHAS,44,SORAYA VIEIRA THRONICKE,21
MACEIÓ,44,SORAYA VIEIRA THRONICKE,3826
FORTUNA DE MINAS,44,SORAYA VIEIRA THRONICKE,2
SANTANÓPOLIS,44,SORAYA VIEIRA THRONICKE,56
PEROBAL,44,SORAYA VIEIRA THRONICKE,15
SÃO VICENTE,44,SORAYA VIEIRA THRONICKE,1392
BORDA DA MATA,44,SORAYA VIEIRA THRONICKE,69
PARATINGA,44,SORAYA VIEIRA THRONICKE,95
JUAZEIRO,44,SORAYA VIEIRA THRONICKE,585
ITAPETINGA,44,SORAYA VIEIRA THRONICKE,262
SANTANA DE PARNAÍBA,44,SORAYA VIEIRA THRONICKE,329
ITAJUÍPE,44,SORAYA VIEIRA THRONICKE,71
VARRE-SAI,44,SORAYA VIEIRA THRONICKE,27
PARIPUEIRA,44,SORAYA VIEIRA THRONICKE,55
SANTA RITA DO PARDO,44,SORAYA VIEIRA THRONICKE,18
CANAPI,44,SORAYA VIEIRA THRONICKE,87
NOVO HORIZONTE,44,SORAYA VIEIRA THRONICKE,163
SÃO JOSÉ,44,SORAYA VIEIRA THRONICKE,921
RIO TINTO,44,SORAYA VIEIRA THRONICKE,26
