NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
ARTUR NOGUEIRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
SOROCABA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,100
VINHEDO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,11
VOLTA REDONDA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,61
CARPINA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,3
MARIANA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,33
PARANAGUÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,17
PIRACAIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
BAURU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,59
MAGÉ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,28
NOVA ODESSA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
BARUERI,16,VERA LUCIA PEREIRA DA SILVA SALGADO,36
RIO CLARO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,16
ANHEMBI,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
SANTA BÁRBARA D OESTE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,27
SÃO JORGE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
TABOÃO DA SERRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,69
ITAPETININGA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,10
LORENA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,12
SÃO VICENTE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,47
SANTA LÚCIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
JAGUARIÚNA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,13
SANTANA DE PARNAÍBA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,15
FERRAZ DE VASCONCELOS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,14
PEDRO II,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
VITÓRIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,53
REGENERAÇÃO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
BOM JESUS DA LAPA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
ALCÂNTARA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
NOVA SANTA HELENA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
SÃO JOÃO BATISTA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
BENEVIDES,16,VERA LUCIA PEREIRA DA SILVA SALGADO,8
IAÇU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
OROCÓ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
CASTANHAL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,21
TERRA RICA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
ILHA DE ITAMARACÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
MONTE ALTO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,8
PORTO FERREIRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
BATALHA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
DUAS BARRAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
MATA GRANDE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,3
BALNEÁRIO CAMBORIÚ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,12
IPOJUCA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
TIMBÓ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,10
PITIMBU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
RIO PIRACICABA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
GRANJA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
TAILÂNDIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
MARANGUAPE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
PÃO DE AÇÚCAR,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
ARARIPINA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,9
PATU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
SANTA CRUZ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
JARAGUÁ DO SUL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,21
SÃO JOAQUIM DA BARRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
LAGARTO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,12
CAMPOS DOS GOYTACAZES,16,VERA LUCIA PEREIRA DA SILVA SALGADO,47
OURO PRETO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,17
FEIRA NOVA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
ARAXÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,10
MANACAPURU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,3
ALTO GARÇAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
TAPIRAMUTÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
ITABELA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
BUÍQUE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
PLANALTO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
CRICIÚMA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,37
SAPUCAIA DO SUL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,21
ESTIVA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
PICOS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
AVANHANDAVA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
CACOAL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
VILHENA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,10
RIO AZUL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
BELÉM DO SÃO FRANCISCO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
SÃO GERALDO DO ARAGUAIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
ITU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,14
RIO NEGRO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
SANTA RITA DE CÁSSIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
SANTANA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,11
ROMA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,13
SÃO JOSÉ DA LAJE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
TIETÊ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
JABOATÃO DOS GUARARAPES,16,VERA LUCIA PEREIRA DA SILVA SALGADO,76
SANTA ISABEL DO PARÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
CHARQUEADAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,8
BELO JARDIM,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
CAROEBE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
IRACEMA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
NOVA FRIBURGO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,28
ITAPIRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,8
APODI,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
PONTA GROSSA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,46
MARINGÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,42
APUCARANA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,12
MARACANAÚ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,26
CAMPO LARGO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,23
BARRA DE SÃO MIGUEL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
CONCEIÇÃO DO MATO DENTRO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
CARAZINHO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,6
SÃO JOSÉ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,44
SÃO JOÃO DE MERITI,16,VERA LUCIA PEREIRA DA SILVA SALGADO,62
AREIA BRANCA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
SANTA CRUZ DE MINAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
CIDADE OCIDENTAL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,3
PARÁ DE MINAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,13
SÃO CRISTÓVÃO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,33
LARANJAL DO JARI,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
MOSSORÓ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,21
RIO BONITO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,9
PARAMBU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
