NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
ARAPIRACA,15,SIMONE NASSAR TEBET,3938
CAPELINHA,15,SIMONE NASSAR TEBET,562
RIACHÃO DO JACUÍPE,15,SIMONE NASSAR TEBET,366
BRASILÉIA,15,SIMONE NASSAR TEBET,496
ANÁPOLIS,11140,SIMONE NASSAR TEBET,11140
PACATUBA,15,SIMONE NASSAR TEBET,744
CORINTO,15,SIMONE NASSAR TEBET,451
QUITANDINHA,15,SIMONE NASSAR TEBET,458
ABELARDO LUZ,15,SIMONE NASSAR TEBET,191
SALDANHA MARINHO,15,SIMONE NASSAR TEBET,69
RIO DO SUL,15,SIMONE NASSAR TEBET,1415
SÃO JOSÉ DOS PINHAIS,15,SIMONE NASSAR TEBET,8492
ABREULÂNDIA,15,SIMONE NASSAR TEBET,23
SÃO PEDRO DA ALDEIA,15,SIMONE NASSAR TEBET,1674
PORTO DE PEDRAS,15,SIMONE NASSAR TEBET,160
PARNARAMA,15,SIMONE NASSAR TEBET,183
PAULÍNIA,15,SIMONE NASSAR TEBET,3666
CERRO LARGO,15,SIMONE NASSAR TEBET,392
SÃO JOSÉ DO DIVINO,15,SIMONE NASSAR TEBET,147
CANGUÇU,2209,SIMONE NASSAR TEBET,2209
CALDAS BRANDÃO,15,SIMONE NASSAR TEBET,86
BELO HORIZONTE,15,SIMONE NASSAR TEBET,82297
PETROLÂNDIA,15,SIMONE NASSAR TEBET,314
TARAUACÁ,15,SIMONE NASSAR TEBET,671
CARAVELAS,15,SIMONE NASSAR TEBET,191
MANGUEIRINHA,15,SIMONE NASSAR TEBET,301
SÃO JOSÉ,15,SIMONE NASSAR TEBET,7786
PIRAÍ,15,SIMONE NASSAR TEBET,680
NAZARENO,15,SIMONE NASSAR TEBET,210
CERES,15,SIMONE NASSAR TEBET,517
ITURAMA,15,SIMONE NASSAR TEBET,560
TUPÃ,15,SIMONE NASSAR TEBET,1664
JUAZEIRO DO NORTE,15,SIMONE NASSAR TEBET,2158
FLORIANÓPOLIS,15,SIMONE NASSAR TEBET,19225
SÃO JOSÉ DO RIO PRETO,15,SIMONE NASSAR TEBET,14016
CARAPICUÍBA,15,SIMONE NASSAR TEBET,12805
RIO VERDE DE MATO GROSSO,15,SIMONE NASSAR TEBET,377
CAMPO FORMOSO,15,SIMONE NASSAR TEBET,767
PACAJUS,15,SIMONE NASSAR TEBET,603
VIÇOSA,15,SIMONE NASSAR TEBET,2218
ITABIRITO,15,SIMONE NASSAR TEBET,2225
AFONSO BEZERRA,15,SIMONE NASSAR TEBET,107
PALHOÇA,5558,SIMONE NASSAR TEBET,5558
PATROCÍNIO DO MURIAÉ,15,SIMONE NASSAR TEBET,85
