NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
JOINVILLE,12,CIRO FERREIRA GOMES,7080
PARÁ DE MINAS,12,CIRO FERREIRA GOMES,1434
PIRAPOZINHO,12,CIRO FERREIRA GOMES,397
DIRCEU ARCOVERDE,12,CIRO FERREIRA GOMES,94
IGREJINHA,12,CIRO FERREIRA GOMES,465
TRÊS PASSOS,12,CIRO FERREIRA GOMES,284
SOUTO SOARES,12,CIRO FERREIRA GOMES,181
IATI,12,CIRO FERREIRA GOMES,231
ALMIRANTE TAMANDARÉ,12,CIRO FERREIRA GOMES,1796
CACHOEIRA DO SUL,12,CIRO FERREIRA GOMES,1213
BACABAL,12,CIRO FERREIRA GOMES,1365
PERITORÓ,12,CIRO FERREIRA GOMES,262
VIÇOSA DO CEARÁ,12,CIRO FERREIRA GOMES,2064
TRÊS BARRAS,12,CIRO FERREIRA GOMES,224
COROATÁ,12,CIRO FERREIRA GOMES,580
PRESIDENTE JUSCELINO,12,CIRO FERREIRA GOMES,146
MANDAGUARI,12,CIRO FERREIRA GOMES,545
BENEVIDES,12,CIRO FERREIRA GOMES,805
MACAPÁ,12,CIRO FERREIRA GOMES,9656
MATÕES,12,CIRO FERREIRA GOMES,448
SOBRAL,12,CIRO FERREIRA GOMES,22201
BENEDITO NOVO,12,CIRO FERREIRA GOMES,94
NILÓPOLIS,12,CIRO FERREIRA GOMES,2893
SAPUCAIA DO SUL,12,CIRO FERREIRA GOMES,2350
ARAXÁ,12,CIRO FERREIRA GOMES,1478
SANTO CRISTO,12,CIRO FERREIRA GOMES,201
SÃO BORJA,12,CIRO FERREIRA GOMES,1052
BETIM,12,CIRO FERREIRA GOMES,6986
VACARIA,12,CIRO FERREIRA GOMES,728
ARCOVERDE,12,CIRO FERREIRA GOMES,932
ARATUÍPE,12,CIRO FERREIRA GOMES,101
ARAIOSES,12,CIRO FERREIRA GOMES,512
SÃO JOSÉ DOS PINHAIS,12,CIRO FERREIRA GOMES,5569
ARARANGUÁ,12,CIRO FERREIRA GOMES,1009
FORMIGA,12,CIRO FERREIRA GOMES,1311
BARRO,12,CIRO FERREIRA GOMES,537
QUIXADÁ,12,CIRO FERREIRA GOMES,2221
MARACAJU,12,CIRO FERREIRA GOMES,278
PAULO AFONSO,12,CIRO FERREIRA GOMES,1452
SÃO BENEDITO,12,CIRO FERREIRA GOMES,1782
SÃO DOMINGOS DO CAPIM,12,CIRO FERREIRA GOMES,550
CRISTINO CASTRO,12,CIRO FERREIRA GOMES,103
TAUÁ,12,CIRO FERREIRA GOMES,3053
GARÇA,12,CIRO FERREIRA GOMES,605
VENTUROSA,12,CIRO FERREIRA GOMES,303
SANTANA DO ARAGUAIA,12,CIRO FERREIRA GOMES,218
VALENÇA DO PIAUÍ,12,CIRO FERREIRA GOMES,377
RIO REAL,505,CIRO FERREIRA GOMES,505
IBATIBA,12,CIRO FERREIRA GOMES,260
RIO MARIA,12,CIRO FERREIRA GOMES,192
INGAÍ,12,CIRO FERREIRA GOMES,51
DOMINGOS MARTINS,12,CIRO FERREIRA GOMES,468
IBIRATAIA,12,CIRO FERREIRA GOMES,240
NOVA FÁTIMA,12,CIRO FERREIRA GOMES,216
ASSAÍ,12,CIRO FERREIRA GOMES,202
JEQUITINHONHA,12,CIRO FERREIRA GOMES,219
SÃO LOURENÇO DO OESTE,12,CIRO FERREIRA GOMES,282
LIMOEIRO DO NORTE,12,CIRO FERREIRA GOMES,2228
PORTO UNIÃO,12,CIRO FERREIRA GOMES,476
PRESIDENTE KENNEDY,12,CIRO FERREIRA GOMES,159
FEIRA DE SANTANA,12,CIRO FERREIRA GOMES,9655
MATA ROMA,12,CIRO FERREIRA GOMES,297
SÃO JOSÉ DO PEIXE,12,CIRO FERREIRA GOMES,62
PICOS,12,CIRO FERREIRA GOMES,1417
IGARAPÉ-MIRI,12,CIRO FERREIRA GOMES,1076
SANTA TEREZINHA,12,CIRO FERREIRA GOMES,350
PORTO ALEGRE,12,CIRO FERREIRA GOMES,32531
POUSO ALEGRE,2305,CIRO FERREIRA GOMES,2305
REDENÇÃO DO GURGUÉIA,12,CIRO FERREIRA GOMES,113
FORQUILHA,12,CIRO FERREIRA GOMES,2186
SANTA MARIA,12,CIRO FERREIRA GOMES,4525
VÁRZEA ALEGRE,12,CIRO FERREIRA GOMES,1039
ALAGOINHAS,12,CIRO FERREIRA GOMES,2811
FRANCISCO BELTRÃO,12,CIRO FERREIRA GOMES,1359
CABO DE SANTO AGOSTINHO,12,CIRO FERREIRA GOMES,3005
BURITI DOS MONTES,12,CIRO FERREIRA GOMES,160
LAGOA DO MATO,12,CIRO FERREIRA GOMES,110
SÃO FRANCISCO DO PIAUÍ,12,CIRO FERREIRA GOMES,106
NOBRES,12,CIRO FERREIRA GOMES,103
PEDREIRAS,12,CIRO FERREIRA GOMES,572
CONTAGEM,12,CIRO FERREIRA GOMES,12435
AUTAZES,12,CIRO FERREIRA GOMES,279
JUCÁS,12,CIRO FERREIRA GOMES,937
BOM JARDIM DA SERRA,12,CIRO FERREIRA GOMES,44
SÃO PEDRO DO PIAUÍ,12,CIRO FERREIRA GOMES,229
JOÃO ALFREDO,12,CIRO FERREIRA GOMES,383
LIMOEIRO,12,CIRO FERREIRA GOMES,850
MAMBORÊ,12,CIRO FERREIRA GOMES,127
NOVA OLÍMPIA,12,CIRO FERREIRA GOMES,188
PONTA GROSSA,12,CIRO FERREIRA GOMES,7804
APIACÁ,12,CIRO FERREIRA GOMES,82
SINOP,12,CIRO FERREIRA GOMES,1337
SETE LAGOAS,12,CIRO FERREIRA GOMES,3685
IBIAPINA,12,CIRO FERREIRA GOMES,1374
CANOAS,6793,CIRO FERREIRA GOMES,6793
ALTO PARANÁ,12,CIRO FERREIRA GOMES,150
ALVARÃES,12,CIRO FERREIRA GOMES,63
VOLTA REDONDA,12,CIRO FERREIRA GOMES,5180
FLORIANO,12,CIRO FERREIRA GOMES,1146
CAMPOS DOS GOYTACAZES,12,CIRO FERREIRA GOMES,7145
SOORETAMA,12,CIRO FERREIRA GOMES,241
CABECEIRAS DO PIAUÍ,12,CIRO FERREIRA GOMES,187
PIRAJU,12,CIRO FERREIRA GOMES,421
LAJEDO,12,CIRO FERREIRA GOMES,732
MARAPANIM,12,CIRO FERREIRA GOMES,475
DOIS IRMÃOS,12,CIRO FERREIRA GOMES,458
ITAPAJÉ,12,CIRO FERREIRA GOMES,1641
SÃO JOSÉ DE RIBAMAR,12,CIRO FERREIRA GOMES,2539
ENCANTADO,12,CIRO FERREIRA GOMES,328
BOM SUCESSO DO SUL,12,CIRO FERREIRA GOMES,37
QUIXERAMOBIM,12,CIRO FERREIRA GOMES,3117
SANTA LUZ,12,CIRO FERREIRA GOMES,99
CANELA,12,CIRO FERREIRA GOMES,821
COLATINA,12,CIRO FERREIRA GOMES,1766
FERNANDES PINHEIRO,12,CIRO FERREIRA GOMES,101
GRAJAÚ,12,CIRO FERREIRA GOMES,849
LINHARES,12,CIRO FERREIRA GOMES,1930
SÃO FRANCISCO DE PAULA,12,CIRO FERREIRA GOMES,425
TAIÓ,12,CIRO FERREIRA GOMES,126
MIRADOR,12,CIRO FERREIRA GOMES,167
SÃO RAIMUNDO DAS MANGABEIRAS,12,CIRO FERREIRA GOMES,227
HERVAL D OESTE,12,CIRO FERREIRA GOMES,167
CONCEIÇÃO DE MACABU,12,CIRO FERREIRA GOMES,395
PALOTINA,12,CIRO FERREIRA GOMES,344
ENTRE RIOS DE MINAS,12,CIRO FERREIRA GOMES,327
NOVA OLINDA DO NORTE,12,CIRO FERREIRA GOMES,200
VITÓRIA DA CONQUISTA,12,CIRO FERREIRA GOMES,6274
ITARANTIM,12,CIRO FERREIRA GOMES,177
LAGO DOS RODRIGUES,12,CIRO FERREIRA GOMES,130
MONTE ALEGRE,12,CIRO FERREIRA GOMES,1032
BARCARENA,12,CIRO FERREIRA GOMES,2027
BONINAL,12,CIRO FERREIRA GOMES,137
IGARAPAVA,12,CIRO FERREIRA GOMES,262
AMPÉRE,12,CIRO FERREIRA GOMES,211
SÃO JOÃO DA SERRA,12,CIRO FERREIRA GOMES,135
PARAUAPEBAS,12,CIRO FERREIRA GOMES,3881
SANTANA DO CARIRI,12,CIRO FERREIRA GOMES,382
ALTAMIRA,12,CIRO FERREIRA GOMES,1364
TIMBÓ,12,CIRO FERREIRA GOMES,555
CRICIÚMA,12,CIRO FERREIRA GOMES,3039
GLÓRIA DO GOITÁ,12,CIRO FERREIRA GOMES,276
SÃO GONÇALO,12,CIRO FERREIRA GOMES,15337
MAURITI,12,CIRO FERREIRA GOMES,1333
ADAMANTINA,12,CIRO FERREIRA GOMES,406
SÃO ROMÃO,12,CIRO FERREIRA GOMES,58
PETROLINA,12,CIRO FERREIRA GOMES,5959
CARMÓPOLIS DE MINAS,12,CIRO FERREIRA GOMES,249
JUTAÍ,12,CIRO FERREIRA GOMES,128
MONTES ALTOS,12,CIRO FERREIRA GOMES,167
TIANGUÁ,12,CIRO FERREIRA GOMES,2995
CAPANEMA,12,CIRO FERREIRA GOMES,1269
COSMÓPOLIS,12,CIRO FERREIRA GOMES,862
SERRITA,12,CIRO FERREIRA GOMES,251
ORLEANS,12,CIRO FERREIRA GOMES,225
CÂNDIDO MOTA,12,CIRO FERREIRA GOMES,388
SÃO FÉLIX DO ARAGUAIA,12,CIRO FERREIRA GOMES,84
JOSÉ DE FREITAS,12,CIRO FERREIRA GOMES,635
ARACRUZ,12,CIRO FERREIRA GOMES,1188
COLINA,12,CIRO FERREIRA GOMES,183
SUL BRASIL,12,CIRO FERREIRA GOMES,27
TELHA,12,CIRO FERREIRA GOMES,54
JAICÓS,12,CIRO FERREIRA GOMES,274
SÃO PEDRO DO PARANÁ,12,CIRO FERREIRA GOMES,27
PLANALTO,12,CIRO FERREIRA GOMES,708
PLANURA,12,CIRO FERREIRA GOMES,76
PARAGOMINAS,12,CIRO FERREIRA GOMES,1230
BATALHA,12,CIRO FERREIRA GOMES,502
MORENO,12,CIRO FERREIRA GOMES,910
SANT ANA DO LIVRAMENTO,12,CIRO FERREIRA GOMES,1192
NOVA ALVORADA DO SUL,12,CIRO FERREIRA GOMES,154
ITABORAÍ,12,CIRO FERREIRA GOMES,3326
IBICOARA,12,CIRO FERREIRA GOMES,219
ANITÁPOLIS,12,CIRO FERREIRA GOMES,44
VARGEÃO,12,CIRO FERREIRA GOMES,16
MIRANTE DO PARANAPANEMA,12,CIRO FERREIRA GOMES,157
ESMERALDAS,12,CIRO FERREIRA GOMES,948
RESTINGA SÊCA,12,CIRO FERREIRA GOMES,178
BRASIL NOVO,12,CIRO FERREIRA GOMES,207
IMARUÍ,12,CIRO FERREIRA GOMES,138
POÇÃO DE PEDRAS,12,CIRO FERREIRA GOMES,247
MUCURI,12,CIRO FERREIRA GOMES,348
BOCA DO ACRE,12,CIRO FERREIRA GOMES,220
BELA VISTA DO TOLDO,12,CIRO FERREIRA GOMES,75
UBATUBA,12,CIRO FERREIRA GOMES,1427
ORLÂNDIA,12,CIRO FERREIRA GOMES,579
MONTE ALTO,12,CIRO FERREIRA GOMES,723
CAMPO VERDE,12,CIRO FERREIRA GOMES,375
SÃO DOMINGOS,12,CIRO FERREIRA GOMES,573
RIO POMBA,12,CIRO FERREIRA GOMES,255
GUARAPARI,12,CIRO FERREIRA GOMES,1674
NOVA FRIBURGO,12,CIRO FERREIRA GOMES,4318
SÃO LUÍS GONZAGA DO MARANHÃO,12,CIRO FERREIRA GOMES,240
PARAMBU,12,CIRO FERREIRA GOMES,1066
GASPAR,12,CIRO FERREIRA GOMES,592
GUANAMBI,12,CIRO FERREIRA GOMES,1236
PORTO FRANCO,12,CIRO FERREIRA GOMES,378
ANAJÁS,12,CIRO FERREIRA GOMES,491
OLINDA,12,CIRO FERREIRA GOMES,6362
TUPÃ,12,CIRO FERREIRA GOMES,781
SANTARÉM,12,CIRO FERREIRA GOMES,5117
PARNARAMA,12,CIRO FERREIRA GOMES,394
TELÊMACO BORBA,12,CIRO FERREIRA GOMES,1246
